,location,bhk,total_sqft,bath,price,encoded_loc
547,Gubbalala,3,1470.0,2.0,82.0,84
548,Kengeri,2,1160.0,2.0,40.61,135
549,7th Phase JP Nagar,2,1050.0,2.0,71.0,6
550,Bannerghatta Road,3,1460.0,2.0,90.0,34
551,Hulimavu,3,1823.0,3.0,100.0,105
552,Electronic City,2,1094.0,2.0,42.0,74
553,Budigere,2,1153.0,2.0,57.0,52
554,others,3,1325.0,3.0,57.0,230
555,others,4,1200.0,3.0,85.0,230
556,Jakkur,3,1590.0,2.0,125.0,110
557,others,2,1202.0,2.0,48.0,230
558,Haralur Road,2,1202.0,2.0,53.0,90
559,others,2,1200.0,2.0,62.5,230
560,Panathur,3,1688.0,3.0,118.0,180
561,Kaval Byrasandra,2,1020.0,2.0,52.0,133
562,Sarjapur,2,1185.0,2.0,47.0,193
563,Ramagondanahalli,2,1235.0,2.0,52.04,187
564,Banashankari,2,1077.0,2.0,37.64,26
565,Kengeri Satellite Town,3,1415.0,2.0,66.0,136
566,EPIP Zone,3,2330.0,3.0,162.0,73
567,Whitefield,2,805.0,2.0,35.0,224
568,others,1,425.0,1.0,20.03,230
569,Whitefield,2,1155.0,2.0,59.95,224
570,Anekal,2,656.0,2.0,22.0,17
571,others,2,1100.0,2.0,48.0,230
572,Mahadevpura,2,1150.0,2.0,52.0,156
573,Whitefield,3,2280.0,4.0,126.0,224
574,Hegde Nagar,2,1341.0,2.0,97.0,94
575,Jakkur,2,1279.0,2.0,77.0,110
576,Electronic City Phase II,4,2225.0,4.0,98.88,75
577,Thanisandra,2,1185.0,2.0,43.51,209
578,others,3,1750.0,3.0,85.0,230
579,Kudlu,2,1152.0,2.0,53.5,147
580,Varthur Road,4,2760.0,4.0,155.0,218
581,5th Phase JP Nagar,2,1070.0,2.0,39.0,4
582,Uttarahalli,2,1101.0,2.0,45.0,216
583,others,2,775.0,2.0,55.0,230
584,Yeshwanthpur,1,667.0,1.0,36.85,229
585,Electronic City,2,1070.0,2.0,55.0,74
586,Old Airport Road,3,1875.0,2.0,110.0,176
587,Kundalahalli,2,735.0,2.0,57.99,150
588,Koramangala,3,1750.0,3.0,130.0,144
589,Marathahalli,2,1215.0,2.0,67.0,161
590,Vishwapriya Layout,2,820.0,2.0,30.0,222
591,Banashankari Stage VI,2,1177.5,2.0,59.935,30
592,Battarahalli,3,1779.0,3.0,89.61,37
593,others,2,1105.0,2.0,58.0,230
594,others,1,1576.0,2.0,93.0,230
595,Whitefield,3,1650.0,3.0,60.0,224
596,Cox Town,3,1975.0,3.0,150.0,62
597,Kammasandra,2,674.0,2.0,33.0,125
598,Kaggadasapura,2,1185.0,2.0,41.0,118
599,Thanisandra,1,445.0,1.0,28.0,209
600,HSR Layout,3,1475.0,3.0,75.0,89
601,Gottigere,3,1618.0,3.0,82.5,82
602,Koramangala,2,1120.0,2.0,65.0,144
603,Marathahalli,4,2181.0,3.0,152.0,161
604,Vidyaranyapura,4,1200.0,4.0,90.0,219
605,Bannerghatta Road,3,1556.0,2.0,59.13,34
606,Bannerghatta Road,2,1179.0,2.0,66.02,34
607,Thanisandra,2,1296.0,2.0,83.0,209
608,Kaggadasapura,2,1275.0,2.0,52.0,118
609,Kathriguppe,3,1400.0,2.0,77.0,132
610,Gottigere,2,1222.0,2.0,63.0,82
611,Electronic City,2,940.0,2.0,41.0,74
612,Thanisandra,2,1185.0,2.0,42.6,209
613,Tumkur Road,3,1779.0,3.0,112.0,214
614,Begur Road,3,1615.0,3.0,59.76,39
615,Haralur Road,2,1056.0,2.0,61.0,90
616,7th Phase JP Nagar,2,1100.0,2.0,46.0,6
617,Arekere,2,920.0,2.0,40.0,20
618,others,3,1602.0,2.0,75.0,230
619,Padmanabhanagar,2,1176.0,2.0,62.0,178
620,Kasavanhalli,3,1717.0,3.0,99.0,130
621,Bhoganhalli,4,2119.0,4.0,111.0,43
622,Vittasandra,2,1246.0,2.0,67.3,223
623,Anandapura,2,1141.0,2.0,42.79,15
624,Hennur Road,2,1157.0,2.0,84.0,96
625,Yelahanka New Town,1,650.0,1.0,33.0,227
626,Hebbal,2,1349.0,2.0,98.0,92
627,others,3,1566.0,3.0,83.3,230
628,Sahakara Nagar,4,2830.0,3.0,195.0,190
629,others,3,1780.0,3.0,84.83,230
630,Varthur,2,1091.0,2.0,34.9,217
631,Rachenahalli,4,3670.0,4.0,300.0,183
632,7th Phase JP Nagar,2,918.0,2.0,50.49,6
633,Yeshwanthpur,4,1950.0,4.0,130.0,229
634,Panathur,3,1695.0,3.0,90.0,180
635,Yelahanka,3,1705.0,3.0,95.0,226
636,Kalyan nagar,3,1375.0,3.0,75.0,122
637,Kanakpura Road,1,525.0,1.0,30.0,127
638,Whitefield,2,1447.0,2.0,83.0,224
639,Thanisandra,2,1114.0,2.0,39.0,209
640,7th Phase JP Nagar,3,1450.0,2.0,100.0,6
641,others,2,1022.0,2.0,40.0,230
642,Hebbal,2,1000.0,2.0,45.0,92
643,Electronic City,2,1128.0,2.0,68.75,74
644,Kanakpura Road,2,1180.0,2.0,57.0,127
645,Kanakpura Road,2,1339.0,2.0,75.0,127
646,Yelachenahalli,3,1400.0,2.0,55.0,225
647,7th Phase JP Nagar,2,1040.0,2.0,39.52,6
648,Kadugodi,2,1198.0,2.0,58.0,117
649,others,4,1200.0,3.0,95.0,230
650,Sarjapur  Road,3,1691.0,3.0,113.0,194
651,Bisuvanahalli,3,1075.0,3.0,36.0,46
652,8th Phase JP Nagar,3,1240.0,3.0,43.5,7
653,Bannerghatta Road,2,1122.5,2.0,58.935,34
654,Mallasandra,3,1665.0,3.0,86.58,158
655,Marathahalli,3,2489.0,3.0,94.0,161
656,Brookefield,2,1142.0,2.0,70.0,51
657,Kothannur,3,1853.0,3.0,82.0,145
658,Kasturi Nagar,2,1567.0,2.0,92.0,131
659,Electronics City Phase 1,2,1175.0,2.0,51.47,76
660,Subramanyapura,2,1200.0,2.0,52.0,205
661,Kodichikkanahalli,2,995.0,2.0,41.0,138
662,Magadi Road,2,884.0,2.0,41.1,155
663,Yeshwanthpur,2,1170.0,2.0,57.0,229
664,KR Puram,2,1225.0,2.0,46.55,115
665,Electronic City,2,1342.0,2.0,73.3,74
666,Uttarahalli,2,1345.0,2.0,67.0,216
667,Kodigehaali,3,1320.0,3.0,65.0,139
668,Raja Rajeshwari Nagar,2,1140.0,2.0,49.39,184
669,Battarahalli,2,1300.0,2.0,50.0,37
670,Hosa Road,3,1652.0,3.0,85.0,101
671,Thigalarapalya,3,2072.0,4.0,142.0,210
672,Arekere,3,1740.0,2.0,95.0,20
673,Electronic City,3,1360.0,2.0,71.0,74
674,Hosur Road,3,1145.0,2.0,60.0,104
675,Sarjapur  Road,2,1278.0,2.0,95.0,194
676,Electronic City Phase II,1,630.0,1.0,40.0,75
677,Kanakpura Road,3,1100.0,3.0,58.0,127
678,others,3,1200.0,3.0,95.0,230
679,Hosur Road,5,3300.0,5.0,240.0,104
680,Gunjur,3,1356.0,2.0,66.0,85
681,others,2,823.0,2.0,28.0,230
682,TC Palaya,3,1200.0,2.0,66.0,207
683,Ramamurthy Nagar,2,1050.0,2.0,37.0,188
684,others,2,1180.0,2.0,69.0,230
685,7th Phase JP Nagar,2,1070.0,2.0,42.79,6
686,Varthur,2,1385.0,2.0,80.0,217
687,Varthur,1,1000.0,1.0,70.0,217
688,Whitefield,3,1897.0,3.0,130.0,224
689,Magadi Road,2,1005.0,2.0,55.78,155
690,Green Glen Layout,3,1575.0,3.0,125.0,83
691,Subramanyapura,2,975.0,2.0,65.0,205
692,Hennur Road,3,1904.0,3.0,120.0,96
693,Kengeri Satellite Town,1,930.0,1.0,30.0,136
694,Electronic City Phase II,2,2400.0,3.0,150.0,75
695,Sarjapur  Road,3,2238.0,3.0,140.0,194
696,Harlur,2,1174.0,2.0,69.0,91
697,Thubarahalli,4,3800.0,4.0,239.0,211
698,Whitefield,3,2225.0,2.0,125.0,224
699,Jigani,2,918.0,2.0,52.0,113
700,Mahadevpura,2,1250.0,2.0,52.0,156
701,Sarjapur  Road,3,1800.0,3.0,110.0,194
702,Marathahalli,2,1170.0,2.0,53.0,161
703,Bannerghatta Road,2,793.0,2.0,45.0,34
704,Jakkur,3,1710.0,3.0,107.0,110
705,Kambipura,3,1082.0,2.0,57.5,123
706,others,2,1001.0,2.0,33.03,230
707,Yelahanka,3,1590.0,2.0,54.0,226
708,others,3,2400.0,2.0,80.0,230
709,Horamavu Banaswadi,3,1554.0,3.0,55.0,99
710,Thanisandra,2,1142.5,2.0,43.415,209
711,Konanakunte,2,884.0,1.0,58.0,143
712,Marathahalli,2,1019.0,2.0,49.86,161
713,Ambedkar Nagar,3,1935.0,4.0,130.0,13
714,Uttarahalli,3,1135.0,2.0,39.73,216
715,Kasavanhalli,3,1799.0,3.0,90.0,130
716,Whitefield,4,4348.5,2.0,304.0,224
717,Kundalahalli,2,1047.0,2.0,82.0,150
718,others,2,1282.0,2.0,87.0,230
719,NGR Layout,2,1020.0,2.0,45.9,167
720,Whitefield,2,1495.0,2.0,79.5,224
721,Kasavanhalli,4,3260.0,4.0,240.0,130
722,others,3,1611.0,2.0,64.44,230
723,others,3,1500.0,2.0,95.0,230
724,Sahakara Nagar,3,1500.0,2.0,95.0,190
725,Uttarahalli,3,1540.0,3.0,50.0,216
726,Hosa Road,3,1639.0,3.0,80.0,101
727,Raja Rajeshwari Nagar,2,1303.0,2.0,55.79,184
728,Brookefield,3,1440.0,2.0,68.0,51
729,Seegehalli,2,901.0,2.0,35.14,198
730,Sarjapur,3,900.0,2.0,42.0,193
731,others,2,1060.0,2.0,55.0,230
732,NGR Layout,2,1020.0,2.0,48.45,167
733,Varthur,3,1535.0,3.0,65.99,217
734,others,1,530.0,1.0,20.0,230
735,others,2,1350.0,2.0,80.0,230
736,Sarjapur  Road,2,1115.0,2.0,50.0,194
737,Uttarahalli,2,1175.0,2.0,47.0,216
738,Whitefield,2,1113.0,2.0,62.0,224
739,Giri Nagar,2,650.0,2.0,42.0,80
740,Marathahalli,2,1325.0,2.0,71.55,161
741,Electronics City Phase 1,2,950.0,2.0,31.0,76
742,Jakkur,3,1396.0,2.0,86.51,110
743,Rachenahalli,2,1050.0,2.0,52.07,183
744,Thanisandra,3,1825.0,3.0,100.0,209
745,7th Phase JP Nagar,2,1190.0,2.0,49.98,6
746,Marathahalli,2,1220.0,2.0,56.5,161
747,NRI Layout,3,1565.0,2.0,75.0,168
748,Hennur Road,3,1891.0,3.0,109.0,96
749,others,2,900.0,2.0,27.0,230
750,Hosa Road,2,1161.0,2.0,55.15,101
751,Yeshwanthpur,1,665.0,1.0,36.85,229
752,Hoodi,2,1425.0,2.0,80.0,97
753,others,3,1200.0,3.0,56.12,230
754,Somasundara Palya,2,1255.0,2.0,67.0,202
755,Hegde Nagar,3,2112.95,4.0,145.0,94
756,Raja Rajeshwari Nagar,1,600.0,1.0,22.0,184
757,Haralur Road,3,1810.0,3.0,100.0,90
758,Indira Nagar,2,1200.0,2.0,93.0,108
759,Harlur,2,1033.0,2.0,49.0,91
760,others,3,1548.0,3.0,89.5,230
761,Horamavu Banaswadi,3,1611.0,3.0,66.0,99
762,Vidyaranyapura,3,1485.0,2.0,67.0,219
763,Margondanahalli,2,2400.0,2.0,82.0,162
764,others,2,1025.0,2.0,44.5,230
765,others,2,1225.0,2.0,53.0,230
766,5th Phase JP Nagar,2,1256.0,2.0,62.8,4
767,Whitefield,4,2268.0,3.0,163.0,224
768,Kanakpura Road,3,1100.0,3.0,53.0,127
769,others,2,1141.0,2.0,62.0,230
770,Attibele,1,400.0,1.0,12.0,21
771,Chandapura,2,1400.0,2.0,60.0,55
772,others,1,1576.0,1.0,110.0,230
773,others,2,1175.0,2.0,48.27,230
774,Sahakara Nagar,2,1100.0,2.0,56.0,190
775,Kanakpura Road,3,1843.0,3.0,95.84,127
776,Horamavu Banaswadi,2,1460.0,2.0,80.5,99
777,Rachenahalli,3,1530.0,2.0,74.5,183
778,HSR Layout,2,1467.0,2.0,55.0,89
779,others,1,950.0,1.0,40.0,230
780,Vittasandra,2,1246.0,2.0,64.5,223
781,Kanakapura,1,711.0,1.0,38.0,126
782,Haralur Road,2,1194.0,2.0,46.0,90
783,Babusapalaya,3,1358.0,2.0,43.4,24
784,Hoodi,2,1420.0,2.0,75.0,97
785,Kathriguppe,3,1250.0,2.0,68.75,132
786,Akshaya Nagar,2,1280.0,2.0,58.0,11
787,others,2,1209.0,2.0,50.0,230
788,others,5,4200.0,5.0,225.0,230
789,Panathur,3,1315.0,2.0,54.8,180
790,others,3,1800.0,3.0,90.0,230
791,others,5,1600.0,4.0,125.0,230
792,TC Palaya,3,1600.0,2.0,65.0,207
793,others,3,1563.0,3.0,52.0,230
794,Whitefield,3,1560.0,2.0,72.0,224
795,Brookefield,3,2169.0,4.0,115.0,51
796,Rachenahalli,2,1050.0,2.0,55.5,183
797,Iblur Village,3,3235.0,3.0,235.0,107
798,TC Palaya,3,1200.0,3.0,66.0,207
799,HSR Layout,2,1140.0,2.0,46.0,89
800,Horamavu Agara,3,1560.0,3.0,75.0,98
801,JP Nagar,2,1100.0,2.0,70.0,109
802,Kasavanhalli,3,1260.0,2.0,40.32,130
803,Hebbal,2,1036.0,2.0,50.0,92
804,Akshaya Nagar,3,1662.0,3.0,85.1,11
805,Yelachenahalli,3,1464.0,2.0,105.0,225
806,Yelahanka,2,1234.0,2.0,80.0,226
807,Sarjapur  Road,3,1403.0,3.0,55.0,194
808,Seegehalli,3,1150.0,2.0,42.9,198
809,Kanakapura,2,929.0,2.0,46.0,126
810,TC Palaya,3,1350.0,2.0,75.0,207
811,others,2,1135.0,2.0,39.73,230
812,others,2,1405.0,2.0,70.0,230
813,Whitefield,2,1200.0,2.0,45.84,224
814,Haralur Road,4,2805.0,4.0,154.0,90
815,Yeshwanthpur,2,1161.0,2.0,64.08,229
816,Kanakpura Road,2,1290.0,2.0,74.0,127
817,Yeshwanthpur,3,2557.0,3.0,141.0,229
818,others,3,1480.0,3.0,90.0,230
819,Old Madras Road,3,1350.0,3.0,54.54,177
820,Kadugodi,3,1580.0,2.0,65.0,117
821,Banashankari,3,1470.0,2.0,88.64,26
822,Sarjapur  Road,2,1346.0,2.0,61.92,194
823,others,3,1600.0,3.0,90.0,230
824,others,2,1200.0,2.0,35.0,230
825,Channasandra,3,1340.0,2.0,48.33,56
826,Jigani,2,918.0,2.0,48.0,113
827,others,3,1500.0,3.0,115.0,230
828,Yelahanka,2,1315.0,2.0,85.0,226
829,Uttarahalli,3,1390.0,2.0,62.55,216
830,Uttarahalli,3,1330.0,2.0,56.0,216
831,others,3,1824.0,3.0,125.0,230
832,7th Phase JP Nagar,3,1420.0,2.0,96.0,6
833,others,1,750.0,1.0,56.25,230
834,Jalahalli East,3,1260.0,2.0,60.0,112
835,Hennur Road,3,1561.0,3.0,95.0,96
836,others,2,1060.0,2.0,42.0,230
837,Haralur Road,2,1225.0,2.0,67.38,90
838,Thanisandra,3,2144.0,3.0,135.0,209
839,Electronic City,2,880.0,2.0,29.0,74
840,Hoodi,3,1639.0,3.0,110.0,97
841,Thanisandra,3,1240.0,2.0,62.0,209
842,Kanakpura Road,2,1500.0,2.0,69.0,127
843,Haralur Road,2,1243.0,2.0,46.0,90
844,Marathahalli,3,1575.0,3.0,78.0,161
845,Kambipura,3,1082.0,2.0,56.0,123
846,Konanakunte,3,1637.0,3.0,73.0,143
847,Kanakpura Road,3,1665.0,3.0,86.58,127
848,Electronic City,2,1265.0,2.0,56.93,74
849,Electronic City,3,1691.0,2.0,102.0,74
850,Thanisandra,2,1100.0,2.0,38.0,209
851,others,3,1500.0,3.0,62.0,230
852,Choodasandra,2,1115.0,2.0,50.0,60
853,Mysore Road,2,1070.0,2.0,45.0,166
854,Budigere,2,1162.0,2.0,57.0,52
855,others,2,1339.0,2.0,55.0,230
856,Mahadevpura,2,1192.0,2.0,75.0,156
857,Haralur Road,3,1920.0,3.0,115.0,90
858,Hennur,2,1255.0,2.0,52.32,95
859,others,3,1600.0,3.0,75.0,230
860,others,2,1225.0,2.0,55.11,230
861,Kasturi Nagar,3,1570.0,3.0,80.0,131
862,Thanisandra,2,1093.0,2.0,70.0,209
863,Basaveshwara Nagar,3,1865.0,3.0,145.0,36
864,Kaikondrahalli,2,1039.0,2.0,80.0,120
865,Whitefield,3,1985.0,3.0,75.0,224
866,Hosakerehalli,3,1590.0,3.0,49.0,102
867,Electronic City Phase II,2,775.0,2.0,38.0,75
868,others,2,1000.0,2.0,50.0,230
869,Bommasandra,2,1035.0,2.0,41.0,48
870,Dasarahalli,3,1520.0,2.0,75.0,64
871,Whitefield,2,1360.0,2.0,95.0,224
872,others,4,6000.0,5.0,400.0,230
873,Kodigehaali,2,1117.0,2.0,56.0,139
874,EPIP Zone,2,1330.0,2.0,92.5,73
875,Marathahalli,3,1937.0,3.0,160.0,161
876,Electronic City,2,1128.0,2.0,65.49,74
877,Neeladri Nagar,2,1053.0,2.0,45.0,173
878,Panathur,2,1198.0,2.0,77.0,180
879,Marathahalli,2,1152.0,2.0,56.0,161
880,Frazer Town,2,1625.0,2.0,75.0,77
881,Kundalahalli,3,1397.0,3.0,105.0,150
882,Kaggalipura,1,700.0,1.0,38.0,119
883,Yelahanka,2,1170.0,2.0,62.5,226
884,Kanakpura Road,3,1200.0,2.0,42.0,127
885,others,3,2400.0,3.0,170.0,230
886,others,2,1480.0,2.0,65.0,230
887,Akshaya Nagar,3,1897.0,3.0,120.0,11
888,Rachenahalli,2,996.0,2.0,67.0,183
889,Haralur Road,3,1875.0,3.0,110.0,90
890,others,3,1500.0,2.0,98.0,230
891,Yelahanka,3,1450.0,3.0,65.255,226
892,Yelahanka,1,697.0,1.0,45.0,226
893,Sarjapur  Road,1,710.0,1.0,27.0,194
894,others,2,910.0,2.0,30.5,230
895,Sompura,3,1025.0,2.0,48.0,203
896,Magadi Road,2,1000.0,2.0,46.5,155
897,Horamavu Agara,3,1453.0,2.0,46.48,98
898,Thanisandra,2,971.5,2.0,36.435,209
899,Bellandur,2,1281.0,2.0,74.0,40
900,Cooke Town,1,565.0,1.0,35.0,61
901,Varthur,2,1024.0,2.0,42.0,217
902,Electronic City,3,1620.0,3.0,62.0,74
903,Whitefield,2,1254.0,2.0,40.0,224
904,Banashankari,3,1300.0,2.0,75.0,26
905,Doddakallasandra,2,1233.0,2.0,43.0,69
906,Hosur Road,3,1510.0,2.0,105.0,104
907,Kaggalipura,2,950.0,2.0,65.0,119
908,Battarahalli,3,1945.0,3.0,97.42,37
909,Uttarahalli,2,1008.0,2.0,45.0,216
910,Thanisandra,3,1265.0,2.0,79.0,209
911,Hebbal,3,1255.0,2.0,77.68,92
912,Yelenahalli,2,1200.0,2.0,46.17,228
913,Sarjapur  Road,3,1403.0,3.0,51.63,194
914,Kudlu Gate,3,1535.0,3.0,85.0,148
915,others,3,1500.0,3.0,100.0,230
916,Chamrajpet,3,1475.0,2.0,120.0,54
917,Uttarahalli,3,1390.0,2.0,60.47,216
918,Raja Rajeshwari Nagar,3,1278.0,2.0,53.76,184
919,others,2,1133.0,2.0,55.0,230
920,others,5,2900.0,5.0,90.0,230
921,Kogilu,2,1170.0,2.0,51.99,142
922,Whitefield,3,1697.0,3.0,94.79,224
923,Thanisandra,3,1651.0,3.0,97.38,209
924,Hennur Road,3,1192.0,2.0,60.0,96
925,OMBR Layout,2,1078.0,2.0,65.0,175
926,Kasavanhalli,2,1349.0,2.0,78.0,130
927,7th Phase JP Nagar,3,1680.0,3.0,120.0,6
928,Rayasandra,3,1314.0,2.0,63.0,189
929,Garudachar Palya,2,1060.0,2.0,48.7,79
930,Kalyan nagar,2,820.0,2.0,39.0,122
931,Whitefield,4,5000.0,4.0,400.0,224
932,others,3,2000.0,3.0,85.0,230
933,others,2,856.0,2.0,40.0,230
934,Rajaji Nagar,3,1621.0,4.0,130.0,185
935,others,3,1200.0,3.0,68.4,230
936,Bannerghatta Road,3,1484.0,3.0,52.5,34
937,others,4,14000.0,3.0,800.0,230
938,Yelahanka New Town,1,500.0,1.0,20.0,227
939,others,1,485.0,1.0,15.0,230
940,7th Phase JP Nagar,2,1050.0,2.0,42.0,6
941,Uttarahalli,3,1617.0,3.0,66.68,216
942,others,3,1384.0,3.0,62.28,230
943,Devanahalli,2,1408.0,2.0,85.0,65
944,Uttarahalli,2,1150.0,2.0,49.0,216
945,Akshaya Nagar,3,1410.0,2.0,75.0,11
946,Kaggadasapura,4,2150.0,4.0,100.0,118
947,others,3,1508.0,3.0,70.25,230
948,Ramamurthy Nagar,2,1040.0,2.0,50.0,188
949,TC Palaya,2,1240.0,2.0,60.0,207
950,Kudlu Gate,3,1535.0,3.0,78.0,148
951,Lakshminarayana Pura,2,1180.0,2.0,75.0,153
952,Abbigere,6,2200.0,6.0,68.0,10
953,Bannerghatta Road,2,1400.0,2.0,78.0,34
954,Raja Rajeshwari Nagar,1,500.0,1.0,25.0,184
955,Sarjapur  Road,3,1984.0,4.0,146.0,194
956,Garudachar Palya,3,1960.0,3.0,160.0,79
957,Sarjapur  Road,2,1035.0,2.0,45.0,194
958,others,4,2150.0,4.0,80.0,230
959,Whitefield,3,1700.0,3.0,115.0,224
960,Hosakerehalli,4,3024.0,5.0,248.0,102
961,Tumkur Road,3,1586.0,3.0,100.0,214
962,Hennur,3,2264.0,2.0,155.0,95
963,Chikka Tirupathi,4,2325.0,4.0,120.0,57
964,Yelahanka,2,1120.0,2.0,55.0,226
965,Yelahanka,3,1662.0,2.0,67.98,226
966,Sarjapur  Road,2,1128.0,2.0,59.0,194
967,Jigani,2,924.0,2.0,65.0,113
968,others,3,1600.0,3.0,52.0,230
969,Pai Layout,2,1006.0,2.0,35.0,179
970,Amruthahalli,2,1200.0,2.0,55.0,14
971,others,2,1250.0,2.0,62.0,230
972,Kannamangala,2,957.0,2.0,56.0,128
973,Whitefield,2,1140.0,2.0,41.0,224
974,others,2,1050.0,2.0,67.0,230
975,Kasturi Nagar,3,1565.0,3.0,88.5,131
976,Whitefield,2,1190.0,2.0,57.0,224
977,Whitefield,3,2842.0,3.0,162.0,224
978,Kanakpura Road,3,1558.67,2.0,65.0,127
979,Electronics City Phase 1,1,630.0,1.0,39.0,76
980,Whitefield,3,1403.0,2.0,60.81,224
981,Kanakpura Road,3,1542.0,2.0,85.0,127
982,Haralur Road,4,2750.0,4.0,220.0,90
983,Iblur Village,4,3596.0,5.0,290.0,107
984,Kengeri Satellite Town,3,1635.0,2.0,78.0,136
985,Mysore Road,2,1239.0,2.0,53.0,166
986,others,3,1596.0,3.0,105.0,230
987,Channasandra,2,1009.0,2.0,38.34,56
988,Hosa Road,3,1726.0,3.0,81.99,101
989,Kudlu Gate,3,1535.0,3.0,86.0,148
990,Banashankari Stage V,3,1300.0,2.0,58.5,29
991,others,3,1800.0,3.0,80.0,230
992,Binny Pete,1,665.0,1.0,50.75,45
993,TC Palaya,3,1500.0,2.0,100.0,207
994,others,2,925.0,2.0,48.0,230
995,Old Airport Road,4,3356.0,4.0,251.0,176
996,others,2,1395.0,2.0,63.59,230
997,Sonnenahalli,3,1415.0,2.0,55.0,204
998,Begur,3,1419.0,2.0,59.0,38
999,Kasavanhalli,2,1121.0,2.0,78.0,130
1000,Kambipura,3,1082.0,2.0,45.0,123
1001,KR Puram,2,1100.0,2.0,47.0,115
1002,Hoodi,3,1606.0,3.0,89.55,97
1003,Billekahalli,3,1650.0,3.0,88.0,44
1004,Old Airport Road,2,1206.0,2.0,75.0,176
1005,Sarjapur  Road,3,1495.0,2.0,64.0,194
1006,Balagere,2,1210.0,2.0,72.0,25
1007,Nagarbhavi,3,1523.0,2.0,53.4,169
1008,Whitefield,2,1232.0,2.0,45.0,224
1009,Rachenahalli,1,680.0,1.0,44.0,183
1010,Hebbal,3,1355.0,3.0,83.87,92
1011,Thanisandra,3,1430.0,2.0,51.46,209
1012,Kothannur,3,1275.0,2.0,43.85,145
1013,Electronic City,2,1070.0,2.0,56.1,74
1014,others,3,1200.0,3.0,85.0,230
1015,Electronic City,4,2000.0,4.0,120.0,74
1016,Bommanahalli,2,1200.0,2.0,40.0,47
1017,Marathahalli,3,1610.0,3.0,90.0,161
1018,Haralur Road,2,1140.0,2.0,43.0,90
1019,Raja Rajeshwari Nagar,2,1143.0,2.0,38.65,184
1020,Rachenahalli,3,1530.0,2.0,74.4,183
1021,7th Phase JP Nagar,2,980.0,2.0,69.0,6
1022,Whitefield,3,1485.0,3.0,65.0,224
1023,Thanisandra,2,1265.0,2.0,85.0,209
1024,others,2,1132.0,2.0,67.0,230
1025,others,2,1262.0,2.0,63.0,230
1026,JP Nagar,2,940.0,2.0,49.0,109
1027,others,3,1515.0,3.0,88.0,230
1028,Kothanur,3,1840.0,3.0,69.0,146
1029,Electronic City,2,890.0,2.0,45.0,74
1030,others,3,1655.0,3.0,86.06,230
1031,Hennur Road,3,2060.0,3.0,149.0,96
1032,Bommanahalli,3,1730.0,3.0,96.0,47
1033,Yelahanka,3,2195.0,4.0,127.0,226
1034,Kathriguppe,3,1650.0,3.0,125.0,132
1035,KR Puram,2,1200.0,2.0,71.0,115
1036,Hosa Road,2,1079.0,2.0,32.37,101
1037,Panathur,2,1085.0,2.0,36.0,180
1038,Yelahanka,2,1075.0,2.0,51.5,226
1039,others,2,1380.0,2.0,80.0,230
1040,others,3,1450.0,3.0,65.0,230
1041,Thubarahalli,2,1200.0,2.0,78.0,211
1042,Hoodi,3,1639.0,3.0,98.32,97
1043,others,2,1200.0,2.0,54.0,230
1044,Vijayanagar,3,1739.0,3.0,116.0,220
1045,Old Madras Road,2,935.0,2.0,32.72,177
1046,others,2,1178.0,2.0,47.0,230
1047,Chikkalasandra,3,1375.0,2.0,50.0,59
1048,Chandapura,3,1065.0,2.0,33.0,55
1049,others,3,1450.0,2.0,50.75,230
1050,others,2,999.0,2.0,45.0,230
1051,Kothannur,2,1100.0,2.0,40.0,145
1052,Hoodi,4,2090.0,4.0,95.1,97
1053,Lingadheeranahalli,3,1519.0,3.0,93.0,154
1054,Dommasandra,3,1267.0,3.0,56.0,72
1055,Sanjay nagar,2,1150.0,2.0,72.2,191
1056,Marathahalli,2,1146.0,2.0,70.0,161
1057,Kannamangala,3,1550.0,3.0,65.0,128
1058,Electronics City Phase 1,1,785.0,1.0,55.0,76
1059,Raja Rajeshwari Nagar,3,1610.0,3.0,74.0,184
1060,Bellandur,2,921.0,2.0,40.0,40
1061,Bannerghatta Road,5,2700.0,5.0,158.0,34
1062,Sarjapur  Road,3,1700.0,3.0,110.0,194
1063,Sarjapur,2,1020.0,2.0,35.0,193
1064,Billekahalli,2,1090.0,2.0,52.0,44
1065,Thanisandra,2,1185.0,2.0,42.1,209
1066,Doddathoguru,2,850.0,2.0,25.0,70
1067,Harlur,2,1197.0,2.0,84.0,91
1068,others,2,920.0,2.0,39.55,230
1069,Raja Rajeshwari Nagar,2,1105.0,2.0,65.0,184
1070,Yeshwanthpur,3,1850.0,3.0,100.0,229
1071,Judicial Layout,3,1300.0,3.0,64.0,114
1072,others,3,1595.0,3.0,76.0,230
1073,Horamavu Agara,2,755.0,2.0,37.49,98
1074,Nagasandra,5,4050.0,5.0,140.0,170
1075,Kanakpura Road,3,1300.0,2.0,69.0,127
1076,Bannerghatta Road,2,1215.0,2.0,50.0,34
1077,Kanakpura Road,2,900.0,2.0,46.0,127
1078,Banashankari Stage III,2,1145.0,2.0,58.4,28
1079,others,2,1093.0,2.0,65.0,230
1080,Babusapalaya,3,1213.0,2.0,41.39,24
1081,Bannerghatta Road,3,1654.0,3.0,100.0,34
1082,NGR Layout,2,1105.0,2.0,52.48,167
1083,Babusapalaya,3,1611.0,2.0,66.0,24
1084,others,2,1367.0,2.0,62.0,230
